anomaly_id,entity_type,entity_id,anomaly_type,module,severity,start_ts,end_ts,projected_impact_inr,realized_impact_inr,formula_name,formula_inputs_json,root_cause,recommended_action,required_team_type,required_role,expected_approver_role
A-736,work_item,736,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:32:00+05:30,,1048.46,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 888.59, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-739,work_item,739,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:37:00+05:30,,586.69,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 563.34, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-753,work_item,753,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:39:00+05:30,2026-03-21T15:27:00+05:30,903.37,442.5,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 746.91, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-754,work_item,754,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:24:00+05:30,2026-03-15T13:50:00+05:30,744.95,379.71,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 568.53, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-755,work_item,755,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:26:00+05:30,,866.29,,driver_shortage_loss,"{""delay_minutes"": 21, ""basket_value_inr"": 871.11, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-757,work_item,757,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:20:00+05:30,,183.82,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 193.72, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-760,work_item,760,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:45:00+05:30,,440.06,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 320.43, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-762,work_item,762,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:24:00+05:30,2026-03-20T13:43:00+05:30,949.12,502.04,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 578.68, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-766,work_item,766,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:23:00+05:30,,622.02,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 508.05, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-769,work_item,769,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-24T12:28:00+05:30,2026-03-24T13:45:00+05:30,1695.13,519.1,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 1067.56, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-772,work_item,772,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:26:00+05:30,,257.83,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 230.85, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-773,work_item,773,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:05:00+05:30,,1269.23,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 876.63, ""cancelled"": false, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-774,work_item,774,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:39:00+05:30,,1009.07,,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 749.59, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-776,work_item,776,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:20:00+05:30,2026-03-22T15:29:00+05:30,198.52,77.97,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 121.95, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-779,work_item,779,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:05:00+05:30,,658.07,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 446.94, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-782,work_item,782,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:24:00+05:30,,247.84,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 254.8, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-785,work_item,785,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:37:00+05:30,,632.46,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 753.97, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-787,work_item,787,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:09:00+05:30,2026-03-27T13:26:00+05:30,1376.87,337.32,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 1036.02, ""cancelled"": true, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-788,work_item,788,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:33:00+05:30,2026-03-21T14:23:00+05:30,271.48,77.41,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 281.7, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-792,work_item,792,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:44:00+05:30,,548.74,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 620.24, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-805,work_item,805,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:39:00+05:30,2026-03-28T17:03:00+05:30,1376.35,633.78,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 857.71, ""cancelled"": true, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-807,work_item,807,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:22:00+05:30,2026-03-28T15:17:00+05:30,91.55,42.04,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 91.03, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-808,work_item,808,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-17T12:07:00+05:30,2026-03-17T14:20:00+05:30,352.28,104.12,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 390.1, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-809,work_item,809,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:14:00+05:30,2026-03-26T15:08:00+05:30,171.34,72.57,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 204.5, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-810,work_item,810,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-23T12:10:00+05:30,2026-03-23T16:02:00+05:30,965.52,526.25,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 964.66, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-813,work_item,813,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:09:00+05:30,2026-03-15T15:30:00+05:30,126.35,53.03,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 156.61, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-815,work_item,815,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:28:00+05:30,,468.4,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 359.34, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-827,work_item,827,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:03:00+05:30,,499.6,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 409.06, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-829,work_item,829,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:13:00+05:30,2026-03-27T14:57:00+05:30,421.84,224.31,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 320.26, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-830,work_item,830,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:41:00+05:30,2026-03-22T15:41:00+05:30,662.17,183.4,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 570.64, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-843,work_item,843,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-18T12:43:00+05:30,2026-03-18T15:04:00+05:30,322.32,134.53,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 218.78, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-844,work_item,844,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-23T12:28:00+05:30,2026-03-23T16:42:00+05:30,454.62,271.39,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 558.9, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-848,work_item,848,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:21:00+05:30,,461.04,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 337.73, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-850,work_item,850,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:04:00+05:30,,337.55,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 209.85, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-852,work_item,852,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:16:00+05:30,2026-03-22T15:42:00+05:30,1154.84,488.62,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 900.57, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-856,work_item,856,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:27:00+05:30,,582.11,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 449.63, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-859,work_item,859,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:19:00+05:30,,387.2,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 433.54, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-861,work_item,861,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:10:00+05:30,,1139.87,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 856.55, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-862,work_item,862,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:38:00+05:30,,488.09,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 433.47, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-863,work_item,863,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-16T12:15:00+05:30,2026-03-16T15:16:00+05:30,1116.08,390.1,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 1058.71, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-866,work_item,866,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-19T12:15:00+05:30,2026-03-19T15:26:00+05:30,492.76,206.74,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 416.82, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-867,work_item,867,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:38:00+05:30,2026-03-20T16:35:00+05:30,1100.72,507.78,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 1122.77, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-869,work_item,869,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:33:00+05:30,2026-03-21T16:19:00+05:30,537.0,233.32,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 498.63, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-872,work_item,872,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:36:00+05:30,2026-03-21T15:05:00+05:30,75.18,42.19,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 90, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-888,work_item,888,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:43:00+05:30,,753.61,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 455.22, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-898,work_item,898,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:31:00+05:30,2026-03-26T14:49:00+05:30,310.28,98.32,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 265.28, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-900,work_item,900,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:04:00+05:30,,273.01,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 320.14, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-902,work_item,902,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:28:00+05:30,,137.8,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 132.56, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-914,work_item,914,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:17:00+05:30,,1012.01,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 888.6, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-915,work_item,915,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-16T12:34:00+05:30,2026-03-16T16:47:00+05:30,378.35,103.82,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 407.84, ""cancelled"": true, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-916,work_item,916,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:23:00+05:30,,415.96,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 483.96, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-917,work_item,917,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-18T12:32:00+05:30,2026-03-18T14:17:00+05:30,425.03,110.33,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 489.38, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-921,work_item,921,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:13:00+05:30,2026-03-28T14:29:00+05:30,241.91,134.26,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 283.88, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-926,work_item,926,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:19:00+05:30,,547.54,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 344.87, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-929,work_item,929,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:22:00+05:30,,303.22,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 275.44, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-941,work_item,941,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-18T12:18:00+05:30,2026-03-18T13:50:00+05:30,963.28,342.8,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 582.57, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-949,work_item,949,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-25T12:04:00+05:30,2026-03-25T14:15:00+05:30,240.43,99.87,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 264.74, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-956,work_item,956,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:43:00+05:30,,339.14,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 269.32, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-960,work_item,960,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:38:00+05:30,2026-03-20T14:52:00+05:30,272.22,93.9,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 209.24, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-961,work_item,961,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:34:00+05:30,2026-03-26T15:31:00+05:30,1374.8,815.56,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 831.41, ""cancelled"": true, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-968,work_item,968,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-17T12:41:00+05:30,2026-03-17T16:28:00+05:30,434.0,205.3,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 437.18, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-969,work_item,969,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:20:00+05:30,2026-03-21T15:54:00+05:30,711.12,179.16,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 524.12, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-972,work_item,972,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:43:00+05:30,,444.66,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 551.44, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-977,work_item,977,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-25T12:11:00+05:30,2026-03-25T16:30:00+05:30,445.26,107.63,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 534.71, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-983,work_item,983,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-16T12:15:00+05:30,2026-03-16T16:19:00+05:30,832.62,388.32,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 743.66, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-985,work_item,985,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:24:00+05:30,2026-03-20T14:13:00+05:30,210.25,57.61,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 195.72, ""cancelled"": true, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-990,work_item,990,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:20:00+05:30,2026-03-27T16:36:00+05:30,771.5,227.28,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 577.44, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-994,work_item,994,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:08:00+05:30,2026-03-15T15:15:00+05:30,447.65,220.16,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 360.04, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-999,work_item,999,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:16:00+05:30,,1831.74,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 1108.53, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1004,work_item,1004,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:35:00+05:30,,147.37,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 96.79, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1007,work_item,1007,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:13:00+05:30,,447.25,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 436.19, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1008,work_item,1008,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:19:00+05:30,,238.72,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 288.85, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1014,work_item,1014,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:03:00+05:30,2026-03-22T16:29:00+05:30,769.44,339.59,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 511.85, ""cancelled"": true, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
